"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8101","User is unable to login with wrong credentials","Google Chrome","2026-07-29","passed","2026-07-29","","loginpagefixtures.spec.ts","",""
